Customer Id,prediction
SEJQUEYJJ249,0.39940616
Y2OM6QA13VH6,0.989597
NO85N3SIF7L4,0.00083792076
JD6PJ9PWILNX,0.82139087
7PNHP54URB6D,0.12812443
4L87O74SMNOV,0.2599518
5L4LXF4T56UB,0.024910396
N6ZFGKWJP912,0.20342085
HAVA366SLZ0M,0.71210444
58TJ9T7OC3MF,0.104487784
5DE183IQM7H9,0.8944006
D7NQKKW1Q7YI,0.65529907
O66MEC9F7H54,0.080523424
EHIXPO7T4Z9H,0.084798
VE4A2V3Q8WC4,0.0008502339
AO1SRI3DVAZW,0.88753724
VNPMDP0OMDYT,0.9967788
7VS4H83F18UA,0.7472663
CMIHMQTLAXWP,0.20804468
BQTQMJR6F4ZN,0.27519497
F091BCM3W01K,0.07059101
9GIZ2EDVRLWJ,0.040206373
X1F5GA10EGW2,0.9869611
UOQXCL7FDN6W,0.3870531
FCOYZYHNYGVH,0.99312735
CE3Q7PKINAVQ,0.036031254
QGD8B2PAHZ6L,0.0014059928
MLIBHN453LJQ,0.48406547
N7K0L7EMGCO6,0.23916851
3YR06LUI7LU7,0.2597785
WN20SE8YOVWV,0.53218985
NLW0WEO4VYJF,0.85656357
D4XUCXPBBPV3,0.9249254
9VUFS0OZX5Z3,0.14666001
297BI8867BFN,0.00044776464
VQ4UI9R9XISF,0.08781179
J1J2OATNQOFK,0.22015345
0WYGRR9ZD48K,0.013777763
G04VM18NT298,0.0046437895
AGLVD50YWY8A,0.6276932
LIJT671XZ62T,0.33805355
FMM5UTX1QQZN,0.9823022
NBE3A806JL5F,0.19143005
V6FDY8ZMJHT7,0.8647551
4U2XJ6271915,0.3539049
QMW0R74SG4EJ,0.2782509
H8TTLBTXA004,0.14260802
6IQUHI4IAG5S,0.053787433
FI6WW6C9VUAX,0.0032961753
WNGZ1MTX92OG,0.9619272
JCF5QGO6CROG,0.17508891
9E2LX3L8ETSA,0.19623815
M7IQC8TO8JKB,0.0024328749
ME3M7WM6T32B,0.9793768
EK55FNFX9Q72,0.99406
652EVX4P1R3J,0.21942928
YOXRHT1V7FD3,0.118074305
37KGNRIHP8NO,0.9924791
E248WCNPHX5W,0.07966991
YI8YE6S0FDI9,0.9978283
X1YG6QWAK86S,0.98945963
PRNA7A5D4V7Z,0.19435836
1MZLUFQ2H718,0.21942928
NAWDR2QOSPZN,0.9971528
84N25UU1VDZ7,0.9869986
RW4TACYQD7TN,0.92685175
XU7J0KZAYTF2,0.25255755
XVKE0VPB65XT,0.0029995036
NELDECJH8JRE,0.97043186
QT226WRIYPMU,0.07059101
DFXZBIAF4FO4,0.040206373
893Q9C6L1A9I,0.07846296
APR9MBD19RF3,0.23826286
TECGU8NZHCBR,0.10283685
FZUCYJ2A59A4,0.024910396
8D5EJ5PR7MGI,0.024293622
IDJPBC358MBR,0.016560111
LQSEDH382NSL,0.0029995036
772FMP9V82HE,0.05227418
7MWS30ZU1X9T,0.11045302
5XHG6C0WCYFW,0.057113312
9DC62VREM4P5,0.05252006
WVKMH333KJH5,0.45092785
BXPPXF7AV9DK,0.27602923
78IYLCFC38KF,0.21969758
9M96CIQHVVVE,0.013777763
QUQLQ77VLMJI,0.6604101
2FRIT5RX4IMK,0.063592985
ALIYXHLRRENA,0.067304984
HNPE8NXPPZRR,0.5067907
ZQTI3Z91DEPJ,0.99652666
KV8XSGW3GN89,0.053377397
R3ZCG1SLSWKD,0.9249254
OK8ZSJZ4PAL2,0.38157135
Q18FDOQ7SWAN,0.094701245
TT87EQ3ID673,0.93183595
YQXAKC26VANV,0.95531124
JX11MN1KK8IK,0.99559635
ACUJVWHSHMOS,0.97587377
567T04ZBELBC,0.7355623
DWLQBX6LYCBZ,0.04635708
GRMPI2MI077L,0.9847269
SWK48DFRHFJL,0.32926336
J8Y76Y707D0Q,0.3003818
01J3KFMHSOYK,0.33423838
QYE593T5WA7G,0.36724117
OHAB7MK661OQ,0.04507355
UX10OHMFKOOX,0.7846278
KG2TALV5VZIV,0.08670246
VYCMV99IM1E3,0.20357825
QN9J18V4JOBY,0.82594013
IM4JN6BKK1YN,0.33563647
YK8X489TGJP4,0.9115165
E1PN68XOT6FI,0.22436771
LLW5H9DM4DQ7,0.99897087
SSUKLO8V0HIO,0.063592985
HOESPKLQ3L0O,0.9808714
CE0BOB44QW5G,0.003967852
PAJV1DHQ6ON1,0.99338007
NAFUZO1OELXN,0.0013874341
ACEZDHLKLA1W,0.12786719
W70CRD0G57HI,0.010817357
TQVO2G8K8K9C,0.9990345
H7Q4LFE6EABJ,0.32088894
A0AK66S05C7G,0.00083792076
D4JT5XNSFM51,0.17378789
8NN1J6J6DUL0,0.12831405
2XTCG1C3PMVM,0.008680909
9RT2SE95HUTM,0.031632114
QSWXLGWXYK6J,0.115478635
QJHJM6SRFUPA,0.9963246
O7XPVQVWXDF9,0.025059404
307P747F1PEU,0.3933595
UH7SKD1613JH,0.718479
CD6TVXTZ9DNT,0.09801386
MTKIAQIQJKY3,0.21942928
5F9I5P13LN31,0.375945
WSYZZ8QMFKA0,0.08251353
X808V1E2X3LP,0.09675035
VNOQE325D0M0,0.003083553
TLSA9RCWD8VE,0.8239074
8BHHDH67S2TQ,0.059195403
9HN7ECG7UL7Z,0.25342494
E5SBCKESPTEC,0.09032269
XDZP31MLASFN,0.18504642
K39MIZJAM9CG,0.013777763
G2LKRAXWWXL8,0.022456206
Q0YPCKQYG8K4,0.0084545845
WQBZVD6P8V8L,0.0060233218
SZ063LJZWX0Y,0.28944016
BETYM5Y2K23T,0.10610616
TGC5KS2C7OMB,0.024674274
8Q0LRTYSB6KV,0.018962005
CZMAYIJL3GW3,0.027867671
UXR2KYJJTKGH,0.99761957
AE5PI2OEI8SU,0.16659075
L17J857RSTTI,0.11244209
412CNI1T4EU6,0.045179058
0RARWFXAGY4Y,0.97121924
WZX6FMF0KGW5,0.96224904
WZPRRZ5RQZ06,0.20215629
BGQAXVAHQ3ZX,0.9991246
1EG2BQYRF4RP,0.45665807
DYL7S6TSH3FQ,0.9989504
YATJNP0ATXQ6,0.19003992
GVDWL1TFJ1OP,0.105891034
JBNSRNI427V4,0.3377478
5AA3RCV59JMR,0.08097955
J8KXVRW9JYM0,0.20462729
0F8R4Z9SWTRY,0.013143914
C0CT5ENUJZWB,0.0005759584
9V15PL0AT9RE,0.93940926
M8ELTAL9NP88,0.9962786
0W1VC2TU9G86,0.10021813
5BZOWNDY0NR1,0.022456206
WQI6H4AVI5U3,0.2260644
RX989U7VG9E1,0.007876774
XFMYS5S5UD6M,0.055466816
2Q5HY0EURE15,0.14513807
GE9MI25N9WQY,0.079656795
3FNP3MP38GYU,0.30863544
ZVH36NP8OG4D,0.3494921
FW8SMMMPY4WU,0.3069897
O4A0OAXTM03N,0.19003992
3GR83WEEQSV8,0.09675035
UDLVUD5IAZSD,0.005505213
QASEMI999VQS,0.16994102
X6ROFOLPMV9W,0.13963518
3Q388GKKWUZH,0.47101197
EXJFKEQ2TJ0P,0.9603937
FANEVXELT49J,0.31893024
MYGYHGCEATIH,0.6948183
UQ03LL4ATH8M,0.09675035
HRRK5MPSGSV2,0.7929095
KGMXFOD1WZZV,0.27174407
JCWRXSFRCERF,0.052576683
FOX1YSDWFEGQ,0.13977382
V4XLSROPQPD1,0.9990345
U37F5D4U2OS2,0.06881259
CUH38GMHNOU4,0.10323397
ROQRPJHWEX1M,0.037672095
XBYGLKPWC7QG,0.9951373
M2734GSVMZO3,0.027867671
LOAVO7K4NBU5,0.18496317
J3D60BHWHOWI,0.13798438
QIDBYFQG6LYN,0.11680823
9VM3F2Z5VYOL,0.87228966
UJZ78FOQHCQD,0.15970914
JQQQEJIC25Q9,0.07426864
W1GDY1SAL6QG,0.071907304
B9QMO1BV0JUW,0.27602923
4UTLX3CJSRVK,0.9754136
0H5Y5LI6PTT4,0.022456206
DRNMGQ7UIU49,0.23971227
FTKS0A5Y7W2Y,0.07154236
TMQ2Q4YPVAOP,0.067625284
GNA46LRTKPEK,0.9798783
XGH2H0GWBNFD,0.03798497
XXCNZB2COVXZ,0.9811633
7M23LC9BOL6E,0.99720156
CZ8AGD9TQHOU,0.9986223
H5UYRGVUOT07,0.26815864
66D7SXR2TV47,0.077398606
ZJ1POKFH28XX,0.00869506
75T7UOODGNNF,0.7808402
EX2TE1RD9KMX,0.17378789
CEQYKJNOK2Z2,0.11821457
76DJOYWROQUZ,0.18496317
ZRN4REIDC6HB,0.0037794276
RVKZNCV7O64F,0.11550925
6BHXBF52EFQ1,0.119772345
2CRC2LOEQE52,0.42652592
FK9FA72HCXMF,0.0043883994
FDGDWM14DMBW,0.3375903
3DX6ELK6AHRZ,0.23300363
5937D7D840DH,0.004350448
9PI8I4OVIL36,0.9883436
Q2C0XIMP5KBG,0.5581208
JROLCX6LL2RO,0.6641998
C6P5QGVEVQTR,0.022650782
3T4IU1ZJNDIA,0.4664401
N3ON6CQWDU4Z,0.36939636
LWW08WASNJ2T,0.07019189
L2RAKTUJP4HS,0.13647945
6BPL2YN1MFAQ,0.17508891
